SMILES,LogP
C1=NC2=C(C(=NC)N1)N=CN2C3OC(CC3F)CO,1.87
N1=CN(CC2=CC=CC=C2F)C=3N=CNC(=NC)C1=3,3.352
C=1NC(=NC)C=2C=CSC=2N=1,3.589
N1(C(=O)C(=NNC1=NC)C2=CC(=CC(Cl)=C2)Cl)N,3.429
CC(C)C1=NNC(=NC)N(N)C1=O,1.392
C1=CC(=CC(N1)=NC)C=2NNC(=N)N=2,2.129
CN=C1NC=CC=C1,3.045
C=1N=CC(=NC)NC=1,2.143
N1C=2C(C(C3=CC=CC=C3)=NC1=NC)=CC=CC=2,4.451
ClC(Cl)(Cl)C=1N=C(C)NC(=NC)N=1,4.123
C1CN(CCN1C2=C(SC)C(Cl)=NC(=NC)N2)C,4.106
CN(C)C1=NC(N=C(N(C)C)N1)=NC,2.636
FC(F)SC1=NC(NC(=NC)N1)=NC,3.55
C=1C=C(C(=CC=1)OC2=CC=CC=C2)C(C(=O)NC)=NOC,4.073
CC(C)CC(C(=O)NC)NC(C)=O,1.244
C(NC(CC1=CC=C(C=C1)O)C(NC)=O)(=O)C,1.087
C(NC(CC1=CC=CC=C1)C(NC)=O)(=O)C,1.495
C=1C2(C)C3(C(CC4(C(O)(C(C)CC4C3CC=C2CC(=O)C=1)C(NC)=O)C)O)F,2.672
C=1C2(C)C3(C(O)CC4(C(C(C)CC4C3CC=C2CC(=O)C=1)C(=O)NC)C)F,2.923
O=C(NC)C1N(CCC1)C(=O)C,0.696
COP(OC)(OC(=CC(=O)NC)C)=O,1.303
C(C=CC=1C=CC=CC=1)(NC)=O,3.656
[NH+](=CC(N=CC(NC)=O)=O)[NH-],0.671
C1(=CC=CN=C1)C(CCC(NC)=O)=O,1.263
C(CC(NC)=O)C1=CC=CC=C1,2.324
C(=O)(C)NCC(NC)=O,0.174
C1=C2C(C=C(C=C2)OC)=CC=C1CC(=O)OCC(NC)=O,3.6
C1=C(C(OCC(NC)=O)=O)C=CC=C1,2.813
CC(C)NCC(COC=1C=CC(OCC(=O)NC)=CC=1)O,2.055
CC(C)NCC(COC=1C=CC=C(OCC(=O)NC)C=1)O,1.586
C=1(C=CC=CC=1)OCC(NC)=O,2.372
CC(C)(C)NCC(O)COC1=CC=CC=C1OCC(=O)NC,3.202
COP(OC)(SCC(=O)NC)=O,1.036
C1(=CC(=CC=C1F)C2=CC=CC=C2)NC(=O)N(C)C(NC)=O,5.516
CC(C)(C)C=1C=C(NC(=O)N(C)C(NC)=O)C(=CC=1)F,6.064
N(C)C(=O)N(C)C(=O)NC1=CC(=CC=C1F)C(C)=O,3.365
C1CCCCC1C=2C=C(C(F)=CC=2)NC(N(C)C(NC)=O)=O,5.791
C1=CC(CC2=CC=C(F)C(NC(=O)N(C)C(NC)=O)=C2)=CC=C1,5.334
N(C)C(=O)N(C)C(=O)NC1=CC(F)=CC=C1F,3.829
CC(C)OC=1C=C(C(F)=CC=1)NC(=O)N(C(NC)=O)C,4.888
N(C)C(=O)N(C)C(=O)NC=1C(=CC=C(OC)C=1)F,3.8649999999999998
CC(C)S(=O)(=O)C1=CC=C(F)C(=C1)NC(=O)N(C(NC)=O)C,3.808
N(C)C(=O)N(C)C(=O)NC1=CC=CC=C1F,3.598
O=S(=O)(CC=1C=CC=CC=1)N(C)C(NC)=O,2.613
CN(C1=CC=CC=C1)C(=O)NC,2.269
N1=C(N(C(NC)=O)C)SC2=CC=CC=C12,4.364
CC(C)(C)C=1SC(N(C)C(NC)=O)=NN=1,3.363
FC(F)(F)C1=NN=C(N(C(NC)=O)C)S1,2.8
C(NC(C(CCCN(C(NC)=O)CC=1C=CC=CC=1)NC(=O)C)=O)C2=CC=CC=C2,3.203
C(NC(C(NC(=O)C)CCCCN(C(NC)=O)CC=1C=CC=CC=1)=O)C2=CC=CC=C2,3.664
C=1(C2=CC([N+]([O-])=O)=CC=C2N(C(NC)=O)C(CN=1)=O)C3=CC=CC=C3,1.394
N1=C(C(=NC(=O)NC)NO1)C,1.674
CNC(NC)=O,1.076
C1CCC=CC1C(C(OC)=O)(C(NC(NC)=O)=O)C,4.554
C=1(CCCCC=1)C(C)(C(OCOC)=O)C(NC(NC)=O)=O,3.401
N(CCCC(NC(=O)C)C(NCC1=CC=CC=C1)=O)C(NC)=O,0.664
N(CCCCC(NC(=O)C)C(NCC1=CC=CC=C1)=O)C(NC)=O,1.774
N(CCCCN1N=C(C=CC1=O)C2=CC=CC=C2)C(NC)=O,2.873
N(CCCN1N=C(C=CC1=O)C2=CC=CC=C2)C(NC)=O,2.555
N(CCN1N=C(C=CC1=O)C2=CC=CC=C2)C(NC)=O,1.471
NNC(=O)NC,-0.566
O=S(=O)(NC(NC)=O)CC=1C=CC=CC=1,2.053
O=S(=O)(C=1C=CC(C)=CC=1)NC(=O)NC,2.495
O=S(=O)(C=1C=CC(=CC=1)Cl)NC(=O)NC,2.674
O=S(=O)(NC(=O)NC)C1=CC=CC=C1,1.994
C1CCN(C1)CCOC=2C(OC)=C3OC=CC3=C(OC)C=2NC(NC)=O,3.037
C1=C(C)C(=CC(NC(NC)=O)=C1)Cl,4.412
ClC1=CC=C(NC(NC)=O)C=C1Cl,4.461
C1(=CC(NC(NC)=O)=CC=C1OC)Cl,3.017
N(C1=CC=CC(=C1)Cl)C(=O)NC,3.227
N(C1=CC=CC(OC)=C1)C(=O)NC,1.994
C12C3C=CC(C1C(OC2=O)OC(NC)=O)C3,1.963
C1(=C(O)C=2N3CC=C(OC(C)=O)C3=C(COC(=O)NC)C=2C(O)=C1N)Br,2.233
O(C1=C(O)C=2C(=C3N(CC=C3OC(C)=O)C=2C(=C1C)O)COC(=O)NC)C,3.82
O(C(C)=O)C=1C2=C(COC(=O)NC)C=3C(=C(C(Cl)=C(C=3N2CC=1)O)OC)O,3.611
C1CCCN1C2=C(C3=C(N4C(C(=CC4)OC(C)=O)=C3COC(=O)NC)C(O)=C2)O,3.073
C=12C(O)=CC(OC)=C(O)C=1C(COC(NC)=O)=C3C(OC(C)=O)=CCN23,2.729
O(C(NC)=O)CC1=CC=C(C=C1)Cl,4.55575
CC(C)(C(=NOC(=O)NC)C)[N+]([O-])=O,2.011
C(ON=C(C)C(SC)C)(=O)NC,3.262
C(C)(=NOC(=O)NC)SC,1.911
CC(C)(C)C(CSC)=NOC(=O)NC,4.089
C(ON=C1SCOC1)(=O)NC,1.457
CC1(C)SCC(=NOC(NC)=O)S1,2.604
O(N=C1CSCCS1)C(NC)=O,2.338
C(ON=C1CSCS1)(=O)NC,1.973
O(N=C1SC(C)OC1C)C(NC)=O,2.606
CC1(C)SCCSC1=NOC(NC)=O,2.805
CC1(C)C(SCO1)=NOC(=O)NC,2.257
C(ON=C1C(OCS1)C)(=O)NC,1.914
CC(C)C1C(=NOC(NC)=O)SCO1,2.879
CC1(C)SCSC1=NOC(NC)=O,3.223
C(ON=C1C(C)SCS1)(=O)NC,2.526
CC(C)(C=NOC(=O)NC)S(=O)(=O)C,0.82
CC(C)(SC)C=NOC(=O)NC,1.94
CC(C)([N+](=O)[O-])C=NOC(=O)NC,1.795
C=1C(Cl)=CC=C(C=NOC(NC)=O)C=1,3.566
C=1C=C(C=NOC(=O)NC)C=C(C=1)OC2=CC=CC=C2,4.835
C(C=1C=CC=CC=1)=NOC(NC)=O,2.82
CC(C)C=1C=C(OC(NC)=O)C=C(C(C)C)C=1,4.765
CC=1C=C(C(C)=CC=1C)OC(NC)=O,4.137
CC=1C=C(C(C)=CC=1Cl)OC(NC)=O,4.451
C1(=CC(Cl)=C(C)C=C1OC(NC)=O)Cl,4.367
C=1C(OC(NC)=O)=CC(C)=C(SC)C=1C,4.405
CC(C)(C)C1=CC(OC(NC)=O)=CC(C)=C1,4.599
CC(C)C1=CC(OC(=O)NC)=CC(C)=C1,4.622
C=1(C=C(C)C=C(C)C=1)OC(NC)=O,3.927
C=1(C=C(C(=CC=1)C)OC(NC)=O)C,3.226
CC(C)C1=CC=C(C=C1OC(=O)NC)C,4.45
C1(=CC=C(Cl)C=C1OC(NC)=O)Cl,3.955
O(C1=CC=C(C=C1)C(OC)=O)C(NC)=O,3.227
CC(C)(C)C=1C(=CC(=CC=1)OC(NC)=O)C,4.593999999999999
CC(C)(C)C1=CC=C(C=C1)OC(=O)NC,4.566
O(C1=CC=C(C(=O)C)C=C1)C(NC)=O,2.571
CC(C)C1=CC=C(C=C1C)OC(NC)=O,5.348
CC(C)C1=CC=C(OC(=O)NC)C=C1,4.136
CC(C)C1=CC=C(OC(=O)NC)C(C)=C1,5.059
C(=O)(NC)OC=1C=C(C)C(C)=CC=1,3.334
O(C1=CC=C(C)C=C1)C(NC)=O,3.137
O(C1=CC=C(C=C1)C=O)C(NC)=O,2.52
C1=C(C)C(=CC=C1OC(NC)=O)Cl,4.056
ClC=1C(Cl)=CC(=CC=1)OC(=O)NC,3.643
C=1C(=CC=C(OC(NC)=O)C=1)I,3.847
C(=O)(NC)OC1=CC=C(C=C1)OC,2.613
O=S(=O)(C1=CC=C(C=C1)OC(=O)NC)C,2.476
C1=C(C)C(=CC=C1OC(NC)=O)SC,4.27
O(C1=CC=C(SC)C=C1)C(NC)=O,2.249
[N+]([O-])(=O)C1=CC=C(OC(NC)=O)C=C1,3.182
C1=2C=CC=CC1=CC(=CC=2)OC(NC)=O,3.784
BrC=1C=CC=C(OC(=O)NC)C=1,3.822
O(C(NC)=O)C1=CC=CC(=C1)C(OC)=O,2.746
CC(C)(C)C1=CC(=CC=C1)OC(NC)=O,3.998
O(C(NC)=O)C1=CC=CC(C(=O)C)=C1,2.561
CC(C)C=1C=CC=C(OC(NC)=O)C=1,4.045
FC(F)(F)C1=CC(OC(NC)=O)=CC=C1,4.019
C(OC1=CC=CC(C)=C1)(=O)NC,2.914
CC1=C(C(=CC=C1)OC(NC)=O)C,3.282
C(OC1=CC=CC(C=O)=C1)(=O)NC,2.534
C(OC1=CC=CC(=C1)Cl)(=O)NC,3.6870000000000003
C1(Cl)=C(C(=CC=C1)OC(NC)=O)Cl,3.815
FC=1C=CC=C(OC(=O)NC)C=1,2.276
C(OC1=CC=CC(=C1)I)(=O)NC,3.73
CC(C)OC=1C=CC=C(OC(=O)NC)C=1,2.681
O(C(NC)=O)C1=CC=CC(=C1)OC,3.236
C=1(C=CC=C(OC(=O)NC)C=1)[N+](=O)[O-],3.299
CC1(C)OC=2C(=CC=CC=2O1)OC(=O)NC,3.109
O=C(NC)OC=1C=2C=CC=CC=2C=CC=1,3.764
O(C=1C=CC=CC=1)C(NC)=O,2.531
C1(OC(=O)NC)=CC=CC=C1Br,3.854
O=C(OC1=CC=CC=C1C)NC,2.89
CC(C)(C)C=1C(=CC=CC=1)OC(=O)NC,4.301
CC(C)C=1C(OC(=O)NC)=CC=CC=1,4.305
O(C=1C(=CC=CC=1)Cl)C(=O)NC,3.142
O(C1=CC=CC=C1F)C(=O)NC,2.445
O=C(NC)OC1=CC=CC=C1I,3.437
C(NC)(OC1=CC=CC=C1OC)=O,2.004
CC(C)OC=1C(OC(NC)=O)=CC=CC=1,3.052
O=C(OC1=CC=CC=C1SC)NC,2.066
O=C(OC1=CC=CC=C1[N+](=O)[O-])NC,2.157
C(=O)(NC)C1=CNC=2C=CC=CC1=2,2.63
C1=C(C(NC)=O)C(O)=C(C)C=C1Br,2.698
C1CN1C=2C=C(C(=CC=2[N+]([O-])=O)[N+]([O-])=O)C(NC)=O,1.791
C=1C=CC2=C(NC(=C2)C(NC)=O)C=1,2.811
C1=2C=C(OC1=CC=CC=2)C(=O)NC,3.52
O=S(=O)(C=1C=CC(C(NC)=O)=CC=1)N,0.953
N1C(=CC=C1)C(=O)NC,1.99
C1(=CC=CC(OC=2C(=CC=C(C=2)C)C)=C1)C(NC)=O,5.75
C1(=CC=CC=C1)C(NC)=O,2.299
C=1C=CC=C(C(=O)NC)C=1C(=O)C2=CC=CC=C2,2.688
C=1N(C)C(=CC=1)C(=O)NC,2.271
C1=CC=C(C(=O)NC)O1,2.361666666666667
C1(=CC=CS1)C(=O)NC,2.812
C1=CC(=CO1)C(=O)NC,1.045
C=1C(=CSC=1)C(=O)NC,2.006
OC(=O)C(C1=CC=C(C=C1)C=2SC=C(N=2)C(NC)=O)C,4.03
C1(=C(NN=C1C(=O)NC)C)[N+](=O)[O-],1.288
C(C1=NON=C1C)(NC)=O,1.82
CN(C)C(NC)=S,1.587
C12CC3CC(C1)CC(C2)(C3)NC(=S)NC,4.022
C1CN(CCO1)CCNC(=O)CC(C(NC(C(NC(C(CC2=CC=CC3=C2C=CC=C3)CC4=CC=C5C(C=CC=C5)=C4)=O)CC#CCNC(=S)NC)=O)CC6CCCCC6)O,3.698
FC(F)(F)C(F)(F)C(F)(F)CNC(NC)=S,3.08
C1CN(CCO1)CCNC(CC(C(CC2CCCCC2)NC(C(NC(=O)C(CC=3C=4C(C=CC=3)=CC=CC=4)CC(N5CCOCC5)=O)CCCCNC(=S)NC)=O)O)=O,-0.1285
N1=CNC=C1CCCCNC(NC)=S,1.629
N(C(=S)NC)CCSCC=1N(C)C=NC=1,1.602
N(C(=S)NC)CCSCC1=C(NC=N1)C,1.725
C(NC(NC)=S)C1=CC=CC=C1,2.861
C=1C=CC(NNC(NC)=S)=CC=1,2.587
C=1C=CC(NC(NC)=S)=CC=1,2.684
CC(=O)NC,1.566
C=1(C(C(NC)C)O)C=CC=CC=1,2.463
C=1(C=CC=CC=1)C(OC)C(NC)C,3.333
C=1C=CC=CC=1CC(C)NC,3.883
OC(=O)C(CC1=CC=CC=C1)NC,0.053
C1=CC=CC(CC(CC2=CC=CC=C2)NC)=C1,5.172
NC(=O)NC,0.042
C1(CCCCC1=O)(C=2C(Cl)=CC=CC=2)NC,3.605
C12=CC=CC=C1CCC3CCC(CC23NC)O,2.539
C1C(CC2C(NC)(C3=CC=CC=C3C2)C1)CN,3.627
CNC12CCCCC2CCC=3C1=CC(=CC=3)OC,4.591
C1CCCC2(NC)C3=CC=CC=C3OCC12,4.51
C1C2CSC3=CC=CC=C3C2(NC)CCC1,6.112
CNC12CCCCC2CC=3C1=CC(=CC=3)OC,5.162
C=1C=CC=C2C3(NC)CCCCC3CC=12,4.771
C1CCCC2C1(CC3=CC=CC=C23)NC,4.694
C=1C=CC=C2C3(NC)CCCCCC3CC=12,6.037999999999999
C1CC2CC3=CC=CC=C3C2(NC)C(C1)C,4.728
C12C3=CC=CC=C3C(CC1)C2NC,3.972
C1=2C(C3CC(C1C3)NC)=CC=CC=2,4.033
C1C2CC(C(C3=CC=CC=C23)C1)NC,3.877
C1C2OC(C1NC)C3=CC=CC=C23,2.691
FC(F)(F)CNC,0.8925000000000001
C=1(C=C(C(=CC=1)O)O)C(O)CNC,0.996
C1(=CC=C(C=C1OC)C(O)CNC)O,0.992
CNCC(O)C1=CC=C(C=C1)O,1.323
C(O)(C1=CC=CC(O)=C1)CNC,1.031
CC(C)C(C1=CC=CC=C1)CNC,4.838
C=1C=CC=C2C3(NC)CCC(CC3CC=12)CNC,4.354
C1=CC=C2C(CCC3=CC=CC=C3C2=CCCNC)=C1,5.794
C=1N=CC(=CC=1)C=CCCNC,2.704
CNCCCCC1=CC=CN=C1,2.435
C1=C2CCC3=CC=CC=C3N(C2=CC=C1)CCCNC,6.574
S1C=2C(N(CCCNC)C3=CC(Cl)=CC=C13)=CC=CC=2,6.018
CN(C)CCNC,1.423
O=S(=O)(C=1C=C(C(CONC(=O)N)=CC=1)[N+]([O-])=O)N(C)CCNC,1.838
C(CNC)NC,0.505
C(O)CNC,-0.717
CC(C)C=1C(OCCNC)=CC(=C(C=1)O)C,3.771
CNCCC1=CC=CC=N1,2.561
N(C)CC1=CC=CC=C1,3.042
C=1N=CC(=CC=1)CNC,1.836
C1([N+](=O)[O-])=CC(=CC([N+](=O)[O-])=C1ONC)[N+]([O-])=O,2.251
CC(C)(C)C=1C=CC(OP(NC)(=O)OC)=CC=1,3.796
CC(C)(C)C1=CC=C(C(Cl)=C1)OP(NC)(OC)=O,4.826
C=1C(Cl)=CC=C(C=1)OP(=O)(NC)OC,3.005
C1=CC(OC)=CC=C1OP(=O)(NC)OC,2.433
C=1C=C(SC)C=CC=1OP(=O)(NC)OC,2.913
[N+]([O-])(=O)C1=CC=C(C=C1)OP(=O)(NC)OC,2.709
CC(C)(C)C=1C=CC=C(OP(NC)(OC)=O)C=1,3.953
C1=C(C(=CC=C1)OP(=O)(NC)OC)Cl,3.56
O(P(=O)(SC)NC)C,1.49
CN(C)CCC1=CNC2=CC=C(C=C12)CS(=O)(=O)NC,2.343
O=S(=O)(C1=CC=C(Cl)C=C1)NC,2.912
O=S(=O)(NC)C1=CC=CC=C1,2.054
O=S(=O)(C1=NNC(S1)=NC(C)=O)NC,1.585
CNC=1C(=CC=CC=1Cl)Cl,3.717
S(CCNC=1C(=O)C(C=1NC)=O)CC2=C(C)NC=N2,1.302
N=C1NC(=N)C(=CN1)CC=2C=C(C(=C(C=2)N(C)C(=O)C)C)NC,1.734
CN(C)C1=C(OC)C(NC)=CC(=C1)CC=2C(=N)NC(=N)NC=2,3.45
N=C1NC(C(CC=2C=C(C=C(C=2)NC)NC)=CN1)=N,1.879
N1C(NC)=CC(N)=[N+]([O-])C1=N,1.128
CNC=1C=CC(=CC=1)C2=NC3=CC=C(Br)C=C3S2,4.909
C(#N)C=1C=C2C(=CC=1)N=C(C3=CC=C(C=C3)NC)S2,3.914
C1(C)=CC=C2N=C(C3=CC=C(C=C3)NC)SC2=C1,4.791
CNC=1C=CC(=CC=1)C2=NC3=CC=C(C=C3S2)OC,4.592
CN(C)CCOC(C=1C=CC(=CC=1)NC)=O,2.8
CNC=1C=CC(C)=CC=1,3.532
CN(C)S(=O)(=O)C=1C=CC(=CC=1)NC,3.301
O=S(=O)(N)C=1C=CC(NC)=CC=1,2.167
[N+]([O-])(=O)C1=CC=C(C=C1)NC,3.22
CNC=1C=C(NC(CC2=CC=CC=C2)=O)C=CC=1,3.805
C=12C=CC=CC=1C(=CC=C2)NC,3.739
CNC=1C=CC=CC=1,2.998
C1(=CC=CC=C1C)NC,2.5993333333333335
C=1C=C(C(NC)=CC=1)[N+](=O)[O-],3.781
FC(F)(F)C1=CC(N2N=CC(NC)=C(C2=O)Cl)=CC=C1,3.695
C=1(N2C(=O)C(=C(NC)C=N2)Cl)C=CC=CC=1,2.658
C1=CC=C(C2=NC(=C(C=O)C(N12)=O)NC)C,4.375
FC(F)(F)C1=CC=CC=C1C=2C(=C(C=3C=CC=CC=3)OC=2NC)O,5.388
C1CN(CCN1C)C=2C=C3C(=CC=2F)C(=O)C(=CN3NC)C(O)=O,1.862
C1CN1C=2C(=C(O)C(=C(C)C=2O)N3CC3)C(=COC(=O)N)OC,0.837
C(OC)(=O)C([N+](=O)[O-])=CC1=CC=C(I)O1,4.632
C1=C(OC(=C1)C=C(C(OC)=O)[N+](=O)[O-])[N+]([O-])=O,3.504
O(C(=O)C(C(OC)=O)=CC=1C=CC=CC=1)C,4.364
O=[N+]([O-])C(=CC1=CC=CO1)C(OC)=O,3.422
C(C(=O)OC)(=O)OC,1.567
C=1C=C(C=C(C(OC)=O)C#N)OC=1C,3.78
N#CC(=CC1=CC=C(O1)Cl)C(OC)=O,3.857
N#CC(=CC1=CC=C(I)O1)C(OC)=O,4.983
N#CC(=CC1=CC=C(SC)O1)C(OC)=O,4.156
C1=CC=C(C=C(C#N)C(OC)=O)O1,3.854
FC(F)(F)C=1C=C(Cl)C(=C(C=1)Cl)NN=C(C#N)C(OC)=O,5.736
N(C1=CC(C#N)=CC=C1C#N)N=C(C#N)C(OC)=O,4.382
FC(F)(F)C1=CC=C(C(NN=C(C(OC)=O)C#N)=C1)Cl,5.65
C=1(C(Cl)=C(Cl)C=C(C=1)NN=C(C#N)C(OC)=O)Cl,6.997
O=C(OC)C(C#N)=NNC=1C(=CC(=C(Cl)C=1)Cl)Cl,6.399
ClC=1C=C(C=C(C=1)Cl)NN=C(C(=O)OC)C#N,6.43
FC(F)(F)C1=CC=C(C=C1)NN=C(C#N)C(=O)OC,5.939
FC(F)C1=CC(NN=C(C#N)C(=O)OC)=CC=C1Cl,5.606
N#CC(C(OC)=O)=NNC=1C(=CC(Cl)=CC=1)C,5.741
FC(F)(F)C=1C(NN=C(C(OC)=O)C#N)=CC=C(Cl)C=1,6.038
FC(F)(F)S(=O)(=O)C=1C=CC(NN=C(C#N)C(=O)OC)=CC=1,4.874
FC1(F)OC2=CC(=CC=C2OC1(F)F)NN=C(C(OC)=O)C#N,6.52
FC(F)(F)C=1C=CC=C(NN=C(C#N)C(OC)=O)C=1,4.894
N#CC(C(OC)=O)=NNC=1C=CC=CC=1,3.973
FC(F)(F)C=1C(=CC=CC=1)NN=C(C(OC)=O)C#N,5.447
S1CCSC1=C(C(=O)OC)C(=O)OC,3.033
CC(C)(C)C(=O)OC,3.303
CC1(C)C(C1C(OC)=O)C=C(C(=O)OC)C,4.155
COP(OC)(OC=C(C(=O)OC)C)=O,1.603
C(C(N(C=1C(C)=CC=CC=1C)C(C)C(OC)=O)=O)C2=CC=CC=C2,4.57
CC(N(C=1C(C)=CC=CC=1C)C(C2=CC=CO2)=O)C(OC)=O,3.555
C(=O)(C)NC(C(OC)=O)C,1.885
C=1(Cl)C=C(Cl)C(=CC=1)OC=2C=CC(=CC=2)OC(C(=O)OC)C,5.494
FC(F)(F)C=1C=C(Cl)C(=NC=1)OC2=CC=C(OC(C)C(=O)OC)C=C2,5.237
CC(C=1C=CC(=CC=1)N2SC3=CC=CC=C3C2=O)C(OC)=O,5.028
CC1(C)CC2=C(C(C1)=O)C=C(C(=O)N2C=3C=CC=CC=3)C(=O)NC(CCSC)C(OC)=O,5.674
C(NC(CC1=CC=C(C=C1)O)C(OC)=O)(=O)C,2.346
ClC(Cl)(Cl)C(=O)OC,3.198
FC(F)(F)C(=O)OC,1.94
C=1(C(O)=CC=C(C=1)CC(N)C(OC)=O)O,1.761
C(CC1=CC=C(C=C1)O)(C(OC)=O)N,1.296
C12CCC3=CC(CCC3(C)C1CCC4(C)C2CCC4(O)C(=O)C)=NOCC(=O)NC(C5=CC=CC=C5)C(OC)=O,6.886
C=1C=C(Cl)C=CC=1C=2C(=C(N=C(O)N=2)C=3C=CC(Cl)=CC=3)C(C(=O)OC)O,4.689
CC(C)C(C(OC)=O)C1=CC=CC=C1,5.531
C1(NCCCC1)C(C=2C=CC=CC=2)C(OC)=O,1.372
C1CC1(C(OC)=O)S(=O)(=O)C=2C=CC(Br)=CC=2,3.546
O=S(=O)(C1(CCC1)C(=O)OC)C2=CC=C(Br)C=C2,3.815
O=S(=O)(C1(CCCC1)C(=O)OC)C2=CC=C(Br)C=C2,4.199
C1CC(CCC1)(C(=O)OC)S(=O)(=O)C2=CC=C(Br)C=C2,4.174
O=S(=O)(C1=CC=C(C)C=C1)C2(CC2)C(OC)=O,3.181
O=S(=O)(C1=CC=C(C)C=C1)C2(CCCCC2)C(=O)OC,4.625
C1CC1(C(OC)=O)S(=O)(=O)C=2C=CC(=CC=2)Cl,3.296
O=S(=O)(C1(CC1)C(OC)=O)C2=CC=C(C=C2)[N+]([O-])=O,2.843
C1CC1(C(OC)=O)S(=O)(=O)C=2C=CC=CC=2,2.982
O=S(=O)(C=1C=CC=CC=1)C2(CCC2)C(=O)OC,3.243
C1CCCC1(C(=O)OC)S(=O)(=O)C=2C=CC=CC=2,3.088
C1CC(CCC1)(C(=O)OC)S(=O)(=O)C=2C=CC=CC=2,3.965
CC(=O)OC1C(C(C(OC(=O)C)C(COC(C)=O)OC(C)=O)OC(N2C=CN=C2[N+]([O-])=O)(C1)C(=O)OC)NC(C)=O,1.903
CC(C)C(C)=CC(=O)OC1C2C3(C(O)C(O)C4C5(CC(C(=O)C(C)C5CC(OC1=O)C24CO3)=O)C)C(OC)=O,3.412
CC(C)OC(C1C(=NC(C)=C(C(=O)OC)C1C=2C3=NON=C3C=CC=2)C)=O,5.7780000000000005
C1(=NC(C)=C(C(=O)OC)C(C=2C=C(C=CC=2)Cl)C1C(OC)=O)C,5.611
C(C1=CC=CC=C1)N2CC(CCC2)OC(C3C(C(=C(N=C3C)C)C(OC)=O)C=4C=C([N+]([O-])=O)C=CC=4)=O,6.467
CC(C)COC(=O)C1C(C)=NC(=C(C1C2=CC=CC=C2[N+](=O)[O-])C(OC)=O)C,5.01
[N+]([O-])(C1=CC=CC(C2C(C(=NC(C)=C2C(OC)=O)C)C(=O)OCC=CC=3C=CC=CC=3)=C1)=O,5.453
C=1C=CC=C(C=1)C(C2=CC=CC=C2)N3CCN(CC3)CCOC(C4C(C(=C(C)N=C4C)C(OC)=O)C=5C=C([N+](=O)[O-])C=CC=5)=O,6.3146666666666675
C1OP(OCC1)(=O)C2C(C)=NC(C)=C(C(=O)OC)C2C=3C(=CC=CC=3)[N+](=O)[O-],2.681
CC1(C)C(=C1CC2CCSC2=O)C(OC)=O,3.727
C1CC2(C(CCC23OC(=O)CC3)C4C(C(OC)=O)=CC5CC(CCC5(C14)C)=O)C,3.1
C=1CCN(C)CC=1C(OC)=O,2.55
CC1(C)C(C1C=C(C)C)C(OC)=O,5.108
CC1(C)C(C1C(OC)=O)C=C(Cl)Cl,4.843
N12C(C=3NC4=C(C=3CC1)C=CC=C4)CC5C(C2)CCC(O)C5C(OC)=O,4.171
C1(C(C(=O)OC)C2N(C(CC2)C1)C)OC(C3=CC=CC=C3)=O,3.793
C1(C(C(=O)OC)CC2C1(CC(C3(F)C4(C=CC(=O)CC4=CCC23)C)O)C)C(=O)CO,2.869
C1(C(C(=O)OC)CC2C3C(C(O)CC12C)C4(C=CC(=O)CC4=CC3)C)C(=O)CO,2.532
C1=C(C(OCC(N2CCCC2C(=O)OC)=O)=O)C=CC=C1,2.936
C(CN1C=CN=C1)(O)CN2C(C(=O)OC)CC2,1.57
COC(C1C(C(OC)=O)OC(O1)C=2C=CC=CC=2)=O,3.891
COP(OC)(OC(C)=CC(OC)=O)=O,1.861
C1=CC=C2C(=O)N(C(=O)C2=C1)CC=CC(OC)=O,3.221
C=1C=CC=C(OC=CC(OC)=O)C=1Cl,4.454
C1=C(OC(C=CC(OC)=O)=C1)[N+]([O-])=O,2.3265
C=1C=CC(=CC=1)C=CC(OC)=O,3.725
O(C)C(=O)CC#N,0.915
CC(C)CC(OC)=O,3.231
O=C(CC(C1=CC=C(C=C1)Cl)CN)OC,2.308
CN(C)S(=O)(=O)C1=CC=C(N(C(=O)CCC(OC)=O)C)C=C1,1.839
COC(CCC(=O)OC)=O,1.7389999999999999
C12(C(CCC1(C(=O)COC(CCC(=O)OC)=O)O)C3C(C(O)C2)C4(CCC(CC4=CC3)=O)C)C,3.901
CC(CCC(=O)OC)=O,1.8225000000000002
C=1(C=CC(=CC=1)N(CC=2N=C3C(NC(=N)NC3=NC=2)=N)C)C(=O)NC(CCC(=O)OC)C(OC)=O,1.986
COC(=O)CCCC(OC)=O,2.041
C(OC)(=O)CCCCC(OC)=O,2.59
C(CC(=O)OC)CCC(C)=O,2.22
C(CCCC(S)CCS)C(=O)OC,3.99
O=C(CCCCCC(=O)OC)OC,2.59
C(=O)(OC)CCCCCC(=O)OCC(=O)C1(O)C2(CC(O)C3C4(CCC(CC4=CCC3C2CC1)=O)C)C,5.01
C1C2CC3CC1(CC(C2)C3)NC(=O)NCCCC(=O)OC,1.671
C(CCC(OC)=O)O,1.245
N(CCC(=O)OC)=C1C2=C(N=C(C3=CC=CN=C3)N1)SC4=C2CCCC4,6.431
C(CC(=O)OC)C1=CC=CC=C1,3.791
O=S(=O)(N(CC(=O)OC)C1=CC=CC=C1)C2=CC=C(C=C2)OC,4.957
C=1C=C(C(NCC(=O)OC)=O)C=CC=1N,1.175
